session_id,name,stimulus_name,specimen_id,storage_directory,external_specimen_name,genotype,date_of_acquisition,rig,date_of_birth,full_genotype,age,sex,parent_session_id,workflow_state,project
697392152,20180514_379669_TFxSF,VisCodingTargetedTFxSF,673728456,/allen/programs/braintv/production/neuralcoding/prod51/specimen_673728456/ophys_session_697392152/,379669,Ntsr1-Cre_GN220;Ai148,2018-05-14 15:57:43.000000,CAM2P.2,2018-01-26 00:00:00.000000,Ntsr1-Cre_GN220/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P123,F,,uploaded,VisCodingTargetedTFxSF
697449744,20180514_381627_RunningDecoding,VisCodingTargetedRunningDecoding,673580710,/allen/programs/braintv/production/neuralcoding/prod51/specimen_673580710/ophys_session_697449744/,381627,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-05-14 15:23:36.000000,CAM2P.1,2018-02-04 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P134,M,,uploaded,VisCodingTargetedRunningDecoding
698273667,20180516_379669_TargetedContrast,VisCodingTargetedContrast,673728456,/allen/programs/braintv/production/neuralcoding/prod51/specimen_673728456/ophys_session_698273667/,379669,Ntsr1-Cre_GN220;Ai148,2018-05-16 14:50:12.000000,CAM2P.2,2018-01-26 00:00:00.000000,Ntsr1-Cre_GN220/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P123,F,,uploaded,VisCodingTargetedContrast
701070416,20180523_382138_Contrast,VisCodingTargetedContrast,678653760,/allen/programs/braintv/production/neuralcoding/prod52/specimen_678653760/ophys_session_701070416/,382138,Ntsr1-Cre_GN220;Ai148,2018-05-23 16:27:07.000000,CAM2P.2,2018-02-08 00:00:00.000000,Ntsr1-Cre_GN220/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P123,F,,uploaded,VisCodingTargetedContrast
695640480,20180509_379348_ContrastTuning,VisCodingTargetedContrast,669165768,/allen/programs/braintv/production/neuralcoding/prod49/specimen_669165768/ophys_session_695640480/,379348,Vip-IRES-Cre;Ai148,2018-05-09 16:05:49.000000,CAM2P.1,2018-01-24 00:00:00.000000,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P118,F,,uploaded,VisCodingTargetedContrast
697606136,20180514_377629_TFSF,VisCodingTargetedTFxSF,664744816,/allen/programs/braintv/production/neuralcoding/prod49/specimen_664744816/ophys_session_697606136/,377629,Sst-IRES-Cre;Ai148,2018-05-14 18:56:20.000000,CAM2P.2,2018-01-11 00:00:00.000000,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P138,M,,uploaded,VisCodingTargetedTFxSF
698783733,20180517_379669_TFxSF,VisCodingTargetedTFxSF,673728456,/allen/programs/braintv/production/neuralcoding/prod51/specimen_673728456/ophys_session_698783733/,379669,Ntsr1-Cre_GN220;Ai148,2018-05-17 14:38:02.000000,CAM2P.2,2018-01-26 00:00:00.000000,Ntsr1-Cre_GN220/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P123,F,,uploaded,VisCodingTargetedTFxSF
695633877,20180509_383647_TargetedTFSF,VisCodingTargetedTFxSF,675881553,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675881553/ophys_session_695633877/,383647,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-05-09 15:22:47.000000,CAM2P.2,2018-02-16 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P130,M,,uploaded,VisCodingTargetedTFxSF
696130311,20180509_377321_2P2_VISp_275um_TFxSF,VisCodingTargetedTFxSF,664605504,/allen/programs/braintv/production/neuralcoding/prod48/specimen_664605504/ophys_session_696130311/,377321,Sst-IRES-Cre;Ai148,2018-05-09 23:48:08.000000,CAM2P.2,2018-01-08 00:00:00.000000,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P134,M,,uploaded,VisCodingTargetedTFxSF
695746063,20180509_377129_TFxSF,VisCodingTargetedTFxSF,666788991,/allen/programs/braintv/production/neuralcoding/prod49/specimen_666788991/ophys_session_695746063/,377129,Ntsr1-Cre_GN220;Ai148,2018-05-09 16:56:18.000000,CAM2P.2,2018-01-09 00:00:00.000000,Ntsr1-Cre_GN220/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P133,F,,uploaded,VisCodingTargetedTFxSF
697608599,20180514_382481_TFSF,VisCodingTargetedTFxSF,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_697608599/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-05-14 18:59:19.000000,CAM2P.1,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedTFxSF
700599622,20180522_383647_TargetTFxSF,VisCodingTargetedTFxSF,675881553,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675881553/ophys_session_700599622/,383647,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-05-22 15:31:06.000000,CAM2P.2,2018-02-16 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P130,M,,uploaded,VisCodingTargetedTFxSF
698999602,20180517_377629_TFSF,VisCodingTargetedTFxSF,664744816,/allen/programs/braintv/production/neuralcoding/prod49/specimen_664744816/ophys_session_698999602/,377629,Sst-IRES-Cre;Ai148,2018-05-17 19:30:11.000000,CAM2P.2,2018-01-11 00:00:00.000000,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P138,M,,uploaded,VisCodingTargetedTFxSF
704884742,20180604_383647_TargetMovies,VisCodingTargetedMovieClips,675881553,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675881553/ophys_session_704884742/,383647,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-04 15:11:44.000000,CAM2P.2,2018-02-16 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P130,M,,uploaded,VisCodingTargetedMovies
708984043,20180613_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_708984043/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-13 15:08:11.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
706593595,20180607_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_706593595/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-07 15:13:58.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
707039323,20180608_383647_TargetMovie,VisCodingTargetedMovieClips,675881553,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675881553/ophys_session_707039323/,383647,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-08 14:49:29.000000,CAM2P.2,2018-02-16 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P130,M,,uploaded,VisCodingTargetedMovies
707485818,20180611_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_707485818/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-11 15:25:47.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
704884981,20180604_382138_Movies,VisCodingTargetedMovieClips,678653760,/allen/programs/braintv/production/neuralcoding/prod52/specimen_678653760/ophys_session_704884981/,382138,Ntsr1-Cre_GN220;Ai148,2018-06-04 17:00:00.000000,CAM2P.2,2018-02-08 00:00:00.000000,Ntsr1-Cre_GN220/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P123,F,,uploaded,VisCodingTargetedMovies
705447901,20180605_383647_TargetMovies,VisCodingTargetedMovieClips,675881553,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675881553/ophys_session_705447901/,383647,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-05 14:47:12.000000,CAM2P.2,2018-02-16 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P130,M,,uploaded,VisCodingTargetedMovies
703525416,20180530_382481_TargetedMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_703525416/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-05-30 18:59:16.000000,CAM2P.1,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
704320879,20180601_383647_TargetMovies,VisCodingTargetedMovieClips,675881553,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675881553/ophys_session_704320879/,383647,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-01 15:33:50.000000,CAM2P.2,2018-02-16 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P130,M,,uploaded,VisCodingTargetedMovies
706593995,20180607_383647_TargetMovie,VisCodingTargetedMovieClips,675881553,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675881553/ophys_session_706593995/,383647,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-07 15:38:53.000000,CAM2P.2,2018-02-16 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P130,M,,uploaded,VisCodingTargetedMovies
705162654,20180604_382481_TargetedMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_705162654/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-06-04 19:05:57.000000,CAM2P.2,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
709528470,20180614_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_709528470/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-14 14:47:36.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
705968023,20180606_383647_TargetMovies,VisCodingTargetedMovieClips,675881553,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675881553/ophys_session_705968023/,383647,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-06 15:06:30.000000,CAM2P.2,2018-02-16 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P130,M,,uploaded,VisCodingTargetedMovies
705451120,20180605_382138_Movies,VisCodingTargetedMovieClips,678653760,/allen/programs/braintv/production/neuralcoding/prod52/specimen_678653760/ophys_session_705451120/,382138,Ntsr1-Cre_GN220;Ai148,2018-06-05 17:30:00.000000,CAM2P.2,2018-02-08 00:00:00.000000,Ntsr1-Cre_GN220/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,P123,F,,uploaded,VisCodingTargetedMovies
707039312,20180608_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_707039312/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-08 14:48:08.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
707983207,20180612_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_707983207/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-12 14:59:22.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
705968514,20180606_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_705968514/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-06 15:31:53.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
707726768,20180611_382481_TargetedMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_707726768/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-06-11 19:36:15.000000,CAM2P.2,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
706822081,20180607_382481_TargetedMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_706822081/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-06-07 18:49:21.000000,CAM2P.2,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
705774581,20180605_382481_2P2_VISp_375um_VCTEMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_705774581/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-06-05 19:36:05.000000,CAM2P.2,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
706335569,20180606_382481_TargetedMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_706335569/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-06-06 19:14:03.000000,CAM2P.2,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
710587430,20180618_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_710587430/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-18 15:12:46.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
710959478,20180619_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_710959478/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-19 15:12:02.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
711607667,20180620_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_711607667/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-20 15:32:54.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
710041629,20180615_387737_TargetMovie,VisCodingTargetedMovieClips,687343742,/allen/programs/braintv/production/neuralcoding/prod53/specimen_687343742/ophys_session_710041629/,387737,Rorb-IRES2-Cre;Camk2a-tTA;Ai93,2018-06-15 15:09:43.000000,CAM2P.1,2018-03-09 00:00:00.000000,Rorb-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P115,M,,uploaded,VisCodingTargetedMovies
708348538,20180612_382481_TargetedMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_708348538/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-06-12 18:54:44.000000,CAM2P.2,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
713585298,20180625_382481_TargetedMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_713585298/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-06-25 14:45:52.000000,CAM2P.1,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
712155740,20180620_390319_VISal_175um_2P2_VCTEContrast,VisCodingTargetedContrast,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_712155740/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-06-20 23:31:55.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedContrast
716532289,20180702_390319_2P2_VISam_175um_VCTEContrast,VisCodingTargetedContrast,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_716532289/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-02 20:25:41.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedContrast
714693165,20180626_390319_VISp_175um_2P2_VCTEContrast,VisCodingTargetedContrast,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_714693165/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-06-26 21:43:38.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedContrast
715157918,20180627_390319_VISp_175um_2P2_VCTEContrast,VisCodingTargetedContrast,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_715157918/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-06-27 22:54:26.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedContrast
714208678,20180626_382481_TargetedMovies,VisCodingTargetedMovieClips,675861517,/allen/programs/braintv/production/neuralcoding/prod51/specimen_675861517/ophys_session_714208678/,382481,Rbp4-Cre_KL100;Camk2a-tTA;Ai93,2018-06-26 15:05:32.000000,CAM2P.1,2018-02-10 00:00:00.000000,Rbp4-Cre_KL100/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P150,M,,uploaded,VisCodingTargetedMovies
715162349,20180627_390323_2P1_VISp_175um_VCTEMovie,VisCodingTargetedMovieClips,699502603,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699502603/ophys_session_715162349/,390323,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-06-27 23:21:28.000000,CAM2P.1,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedMovies
715796961,20180628_390323_2P1_VISp_175um_VCTEMovie,VisCodingTargetedMovieClips,699502603,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699502603/ophys_session_715796961/,390323,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-06-28 21:52:48.000000,CAM2P.1,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedMovies
718830277,20180712_390319_2P2_VISam_175um_VCTETFxSF,VisCodingTargetedTFxSF,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_718830277/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-12 22:32:34.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedTFxSF
715763977,20180628_390319_2P2_VISp_175um_VCTEContrast,VisCodingTargetedContrast,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_715763977/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-06-28 21:26:20.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedContrast
718205352,20180709_390323_2P1_VISrl_175um_VCTEMovies,VisCodingTargetedMovieClips,699502603,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699502603/ophys_session_718205352/,390323,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-09 21:34:44.000000,CAM2P.1,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedMovies
718204062,20180709_390319_VISlm_2P2_175um_VCTETFxSF,VisCodingTargetedTFxSF,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_718204062/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-09 21:30:02.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedTFxSF
717728964,20180706_390319_2P2_VISp_175um_VCTETFxSF,VisCodingTargetedTFxSF,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_717728964/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-06 22:03:32.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedTFxSF
718651940,20180710_390319_2P2_VISpm_175um_VCTETFxSF,VisCodingTargetedTFxSF,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_718651940/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-10 22:56:58.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedTFxSF
718653721,20180712_390323_2P1_VISrl_175um_VCTEMovies,VisCodingTargetedMovieClips,699502603,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699502603/ophys_session_718653721/,390323,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-11 23:12:49.000000,CAM2P.1,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedMovies
728188287,20180801_397000_TargetedContrast,VisCodingTargetedContrast,710318403,/allen/programs/braintv/production/neuralcoding/prod56/specimen_710318403/ophys_session_728188287/,397000,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-08-01 15:11:39.000000,CAM2P.1,2018-04-30 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,19 weeks,F,,uploaded,VisCodingTargetedContrast
719905581,20180713_390323_2P1_175um_VISam_VCTEMovies,VisCodingTargetedMovieClips,699502603,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699502603/ophys_session_719905581/,390323,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-13 22:16:40.000000,CAM2P.1,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedMovies
719893937,201897113_390319_2P2_175um_VISp_VCTETFxSF,VisCodingTargetedTFxSF,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_719893937/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-13 22:02:22.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedTFxSF
720757419,20180717_390319_2P2_VISal_175um_VCTETFxSF,VisCodingTargetedTFxSF,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_720757419/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-17 22:44:15.000000,CAM2P.2,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedTFxSF
722443494,20180719_390319_2P1_VISpm_175um_VCTEContrast,VisCodingTargetedContrast,699590236,/allen/programs/braintv/production/neuralcoding/prod54/specimen_699590236/ophys_session_722443494/,390319,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-19 21:09:32.000000,CAM2P.1,2018-03-27 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P136,F,,uploaded,VisCodingTargetedContrast
728913582,20180802_397000_RunningDecoding,VisCodingTargetedRunningDecoding,710318403,/allen/programs/braintv/production/neuralcoding/prod56/specimen_710318403/ophys_session_728913582/,397000,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-08-02 15:11:05.000000,CAM2P.1,2018-04-30 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,19 weeks,F,,uploaded,VisCodingTargetedRunningDecoding
720422565,20180717_389014_OpenscopeMeaningful,VisCodingTargetedContrast,697010588,/allen/programs/braintv/production/neuralcoding/prod53/specimen_697010588/ophys_session_720422565/,389014,Cux2-CreERT2;Camk2a-tTA;Ai93,2018-07-17 15:06:16.000000,CAM2P.1,2018-03-19 00:00:00.000000,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,P147,M,,uploaded,OpenScopeMeaningful
